1574880626.6091366,None,"(693, 722)","(1824, 283)","(0, 0, 0)"
1574880628.7982924,"(1197, 229)","(729, 393)","(1825, 284)","(89, 19, 84)"
1574880630.9999642,None,"(724, 381)","(1579, 277)","(68, 9, 1)"
1574880633.1958025,None,"(701, 712)","(1580, 277)","(111, 20, 16)"
1574880635.1995254,None,"(725, 403)","(1579, 277)","(14, 65, 114)"
1574880637.2000432,None,"(730, 386)","(1824, 285)","(87, 53, 40)"
1574880639.3998334,None,"(743, 399)","(1580, 278)","(86, 151, 88)"
1574880641.6008506,"(1203, 236)","(750, 409)","(1580, 277)","(116, 174, 155)"
1574880643.7990918,None,"(718, 723)","(1825, 283)","(72, 188, 236)"
1574880645.994981,None,"(723, 722)","(1825, 282)","(120, 221, 279)"
1574880647.9982326,"(1213, 244)","(705, 726)","(1579, 277)","(30, 145, 192)"
1574880650.1958318,None,"(730, 430)","(1580, 277)","(10, 89, 290)"
1574880652.201854,"(1197, 269)","(707, 716)","(1571, 284)","(106, 77, 356)"
1574880654.3996823,"(1151, 604)","(712, 718)","(1506, 235)","(129, 108, 385)"
1574880656.3979537,"(1164, 603)","(695, 719)","(1824, 283)","(46, 144, 378)"
1574880658.602885,"(1141, 613)","(699, 718)","(1826, 282)","(50, 86, 462)"
1574880660.6269202,"(1169, 599)","(707, 727)","(1825, 284)","(36, 181, 362)"
1574880662.830125,"(1148, 605)","(728, 723)","(1588, 239)","(124, 247, 331)"
1574880664.805814,None,"(742, 720)","(1823, 284)","(217, 320, 276)"
1574880666.9667766,"(1135, 601)","(777, 421)","(1825, 283)","(219, 295, 246)"
1574880668.986805,"(1201, 232)","(789, 407)","(1825, 283)","(254, 358, 154)"
1574880670.9949903,None,"(781, 426)","(1577, 279)","(178, 368, 249)"
1574880673.1897688,None,"(777, 422)","(1826, 283)","(179, 314, 227)"
1574880686.4138324,"(1193, 251)","(723, 701)","(1579, 277)","(0, 0, 0)"
1574880689.6059494,None,"(741, 402)","(1579, 278)","(75, 136, 106)"
1574880692.795542,None,"(735, 405)","(1579, 277)","(87, 62, 151)"
1574880695.8025846,"(1151, 602)","(733, 429)","(1579, 277)","(86, 32, 312)"
1574880698.7942476,"(1190, 266)","(754, 434)","(1823, 285)","(170, 111, 364)"
1574880702.0341303,None,"(784, 442)","(1825, 284)","(255, 280, 398)"
1574880705.1723714,None,"(786, 433)","(1579, 278)","(291, 273, 363)"
1574880708.391144,None,"(762, 459)","(1824, 284)","(190, 138, 534)"
1574880711.490759,"(1207, 278)","(769, 461)","(1579, 278)","(123, 281, 483)"
1574880714.6763873,"(1217, 283)","(753, 469)","(1824, 284)","(20, 250, 502)"
1574880717.8223126,"(1224, 291)","(736, 736)","(1504, 234)","(57, 415, 595)"
1574880721.006288,"(1209, 321)","(735, 728)","(1504, 234)","(113, 334, 791)"
1574880724.2514257,"(1194, 318)","(782, 497)","(1823, 285)","(199, 281, 771)"
1574880727.407365,None,"(741, 485)","(1502, 235)","(28, 92, 665)"
1574880730.630847,"(1186, 328)","(716, 718)","(1589, 239)","(147, 121, 804)"
1574880733.7895277,None,"(710, 708)","(1589, 239)","(154, 3, 733)"
1574880745.1455028,"(1195, 342)","(760, 514)","(1826, 281)","(0, 0, 0)"
1574880748.3551006,"(1131, 612)","(704, 713)","(1824, 284)","(111, 35, 116)"
1574880751.5465004,"(1150, 597)","(707, 709)","(1504, 235)","(155, 159, 216)"
1574880754.7422912,"(1151, 593)","(738, 721)","(1503, 235)","(193, 331, 227)"
1574880758.1102219,"(1151, 604)","(720, 723)","(1504, 236)","(118, 279, 116)"
1574880761.159085,"(1149, 592)","(748, 723)","(1502, 235)","(210, 447, 248)"
1574880764.3497622,"(1145, 584)","(782, 726)","(1501, 235)","(340, 581, 309)"
1574880767.3556278,None,"(803, 723)","(1501, 235)","(462, 712, 346)"
1574880770.555795,"(1186, 232)","(814, 716)","(1505, 235)","(558, 658, 236)"
1574880773.9388533,"(1165, 562)","(807, 728)","(1505, 235)","(439, 800, 204)"
1574880776.9259925,"(1157, 551)","(838, 724)","(1505, 235)","(611, 945, 66)"
1574880779.933794,"(1174, 561)","(826, 738)","(1503, 235)","(418, 976, 185)"
1574880783.1370492,"(1195, 559)","(877, 422)","(1503, 235)","(292, 1063, 87)"
1574880786.1285834,"(1195, 545)","(853, 748)","(1503, 235)","(446, 1236, 80)"
1574880789.330628,None,"(852, 732)","(1503, 235)","(587, 1067, 23)"
1574880792.650004,"(1182, 540)","(856, 737)","(1501, 235)","(556, 1215, 111)"
1574880795.7402992,None,"(837, 736)","(1502, 235)","(492, 1021, 28)"
1574880798.7355995,None,"(833, 740)","(1502, 235)","(434, 1025, 166)"
1574880801.9384694,None,"(864, 415)","(1501, 235)","(253, 1004, 51)"
1574880805.1555262,None,"(813, 755)","(1502, 235)","(225, 1038, 11)"
1574880808.137722,"(1458, 834)","(911, 411)","(1502, 235)","(392, 1227, 12)"
1574880811.465818,"(1461, 828)","(885, 439)","(1502, 235)","(249, 1156, 153)"
1574880814.519482,None,"(850, 765)","(1502, 235)","(294, 1281, 103)"
1574880817.5783179,None,"(851, 761)","(1502, 235)","(327, 1294, 198)"
1574880820.5412362,None,"(851, 769)","(1504, 235)","(280, 1291, 6)"
1574880835.6654358,"(1259, 197)","(900, 415)","(1503, 235)","(0, 0, 0)"
1574880838.6737628,"(1146, 619)","(682, 718)","(1505, 235)","(136, 81, 190)"
1574880841.8634653,"(1150, 616)","(688, 717)","(1504, 235)","(14, 42, 275)"
1574880845.0610259,"(1159, 599)","(712, 719)","(1503, 235)","(95, 189, 255)"
1574880848.2546096,"(1164, 607)","(700, 720)","(1504, 235)","(30, 143, 176)"
1574880851.4486306,"(1129, 602)","(761, 388)","(1503, 235)","(216, 176, 77)"
1574880854.726917,"(1131, 594)","(735, 704)","(1503, 235)","(320, 166, 217)"
1574880857.6580687,"(1129, 598)","(777, 415)","(1503, 235)","(296, 211, 272)"
1574880860.8606105,"(1108, 609)","(717, 701)","(1503, 235)","(291, 37, 277)"
1574880864.0358827,"(1132, 595)","(735, 710)","(1503, 235)","(284, 209, 371)"
1574880867.2263038,"(1150, 586)","(747, 716)","(1504, 235)","(275, 329, 400)"
1574880870.2347324,"(1131, 582)","(762, 704)","(1504, 235)","(442, 341, 380)"
1574880873.2426171,"(1121, 580)","(790, 710)","(1503, 235)","(513, 533, 384)"
1574880876.2854183,"(1140, 584)","(778, 722)","(1503, 235)","(372, 556, 204)"
1574880879.4567344,"(1184, 579)","(769, 740)","(1503, 235)","(184, 664, 301)"
1574880882.682581,None,"(775, 744)","(1503, 235)","(191, 775, 418)"
1574880895.1636195,None,"(837, 465)","(1504, 235)","(0, 0, 0)"
1574880898.2065787,"(1145, 618)","(688, 717)","(1504, 235)","(15, 45, 56)"
1574880901.3958383,"(1137, 606)","(719, 712)","(1504, 235)","(178, 108, 103)"
1574880904.5967088,"(1158, 597)","(766, 401)","(1503, 235)","(155, 264, 96)"
1574880907.7957795,"(1235, 242)","(733, 739)","(1824, 284)","(15, 421, 243)"
1574880910.996085,None,"(806, 458)","(1823, 286)","(190, 562, 432)"
1574880914.1927497,None,"(811, 497)","(1822, 289)","(61, 707, 594)"
1574880917.1934042,None,"(835, 521)","(1822, 289)","(186, 749, 794)"
1574880920.1983342,None,"(863, 542)","(1825, 285)","(207, 947, 867)"
1574880923.394174,None,"(858, 544)","(1824, 286)","(313, 802, 987)"
1574880926.3945522,None,"(785, 737)","(1822, 286)","(250, 677, 1085)"
1574880929.593683,"(1185, 367)",None,"(1822, 288)","(408, 572, 1213)"
1574880932.5931437,None,"(865, 566)","(1503, 235)","(449, 716, 1236)"
1574880935.7932734,"(1217, 359)","(847, 573)","(1822, 287)","(260, 727, 1181)"
1574880938.9942617,None,"(875, 545)","(1823, 287)","(439, 825, 1032)"
1574880942.194575,None,"(906, 538)","(1827, 283)","(623, 929, 1041)"
1574880945.39846,"(1175, 304)","(922, 507)","(1824, 286)","(766, 935, 862)"
1574880948.600818,None,None,"(1824, 286)","(953, 1068, 955)"
1574880951.7917786,None,None,"(1504, 235)","(1105, 983, 1019)"
1574880954.9958622,None,"(975, 478)","(1825, 283)","(1228, 1005, 828)"
1574880958.1930323,None,"(983, 478)","(1825, 285)","(1241, 1057, 801)"
1574880961.411172,"(1135, 307)","(960, 495)","(1503, 236)","(1132, 949, 931)"
1574880964.5921342,"(1105, 317)","(961, 489)","(1827, 284)","(1331, 805, 1018)"
1574880967.5920563,None,"(988, 506)","(1825, 285)","(1440, 915, 1137)"
1574880970.821432,"(1121, 327)",None,"(1824, 286)","(1307, 1031, 1148)"
1574880973.8003082,None,"(1001, 516)","(1824, 286)","(1403, 1079, 1160)"
1574880977.014974,"(1117, 335)","(963, 519)","(1578, 278)","(1243, 879, 1178)"
1574880980.1959739,None,"(981, 547)","(1826, 283)","(1267, 995, 1363)"
1574880983.380089,"(1121, 353)","(1001, 551)","(1824, 285)","(1345, 1107, 1373)"
1574880986.3808982,None,"(1000, 539)","(1824, 286)","(1414, 1046, 1351)"
1574880989.5931737,"(1099, 375)",None,"(1503, 235)","(1382, 866, 1533)"
1574880992.7968717,"(1113, 392)",None,"(1818, 292)","(1198, 811, 1622)"
1574880995.9926548,None,"(932, 561)","(1503, 235)","(1073, 731, 1474)"
1574880998.9924448,None,None,"(1825, 285)","(1203, 670, 1296)"
1574881001.9945087,None,None,"(1504, 235)","(1280, 714, 1407)"
1574881005.1981916,None,None,"(1503, 235)","(1321, 520, 1434)"
1574881008.3900611,None,"(946, 547)","(1503, 235)","(1269, 712, 1463)"
1574881011.5888715,"(1118, 391)",None,"(1821, 289)","(1112, 731, 1583)"
1574881014.5896688,"(1118, 393)",None,"(1820, 290)","(1119, 743, 1611)"
1574881017.7788436,"(1136, 399)",None,"(1504, 235)","(1038, 927, 1679)"
1574881020.7749197,None,"(981, 570)","(1823, 288)","(1223, 1046, 1507)"
1574881023.7842164,"(1135, 349)","(995, 553)","(1501, 235)","(1241, 1142, 1350)"
1574881026.7963235,None,None,"(1820, 289)","(1083, 1062, 1269)"
1574881029.9873717,"(1170, 364)",None,"(1506, 234)","(909, 1158, 1413)"
1574881033.1948538,None,None,"(1503, 235)","(966, 1293, 1555)"
1574881036.1885142,None,None,"(1826, 283)","(914, 1232, 1472)"
1574881039.1815271,None,"(980, 589)","(909, 241)","(993, 1214, 1491)"
1574881042.3630493,"(1181, 382)","(977, 612)",None,"(880, 1281, 1586)"
1574881045.58971,None,None,None,"(756, 1245, 1519)"
1574881048.7638445,None,None,None,"(699, 1264, 1341)"
1574881051.8332808,"(1205, 356)","(958, 594)",None,"(664, 1292, 1330)"
1574881054.973269,"(1198, 374)","(961, 613)",None,"(716, 1266, 1499)"
1574881057.9906833,"(1208, 359)","(931, 591)",None,"(564, 1157, 1322)"
1574881061.2517123,None,None,None,"(561, 1150, 1294)"
1574881064.1741722,"(1207, 373)","(932, 606)",None,"(561, 1165, 1427)"
1574881067.1894429,"(1197, 393)","(929, 618)",None,"(608, 1095, 1571)"
1574881070.4051952,"(1172, 384)","(932, 594)",None,"(774, 990, 1510)"
1574881073.390535,"(1161, 386)","(971, 603)","(917, 254)","(964, 1150, 1598)"
1574881076.5710444,"(1139, 376)","(965, 573)",None,"(1099, 1004, 1495)"
1574881079.591959,"(1134, 363)",None,None,"(1065, 860, 1370)"
1574881082.5872698,"(1114, 351)","(949, 531)",None,"(1208, 783, 1294)"
1574881085.7922263,"(1137, 353)","(937, 543)",None,"(1023, 834, 1278)"
1574881088.98811,"(1170, 344)","(944, 551)",None,"(851, 1029, 1204)"
1574881091.9863493,"(1165, 356)","(977, 570)","(911, 228)","(996, 1194, 1362)"
1574881095.262754,"(1139, 360)",None,None,"(1109, 1002, 1381)"
1574881098.361963,"(1130, 339)","(955, 526)",None,"(1134, 892, 1190)"
1574881101.3906605,"(1130, 327)","(933, 507)",None,"(1065, 782, 1062)"
1574881104.5861754,"(1137, 316)","(958, 504)",None,"(1103, 946, 998)"
1574881107.6035306,"(1151, 286)","(945, 488)",None,"(995, 952, 830)"
1574881110.655445,None,"(941, 520)",None,"(817, 1053, 958)"
1574881113.8347516,"(1145, 321)","(937, 514)",None,"(996, 870, 1033)"
1574881116.8117127,None,"(921, 541)",None,"(837, 852, 1182)"
1574881120.0114512,"(1137, 356)","(906, 537)",None,"(906, 680, 1256)"
1574881133.3113372,None,"(925, 549)",None,"(0, 0, 0)"
1574881182.396461,None,None,None,"(0, 0, 0)"
1574881185.407471,None,"(747, 390)",None,"(94, 187, 33)"
1574881188.6099446,None,None,None,"(31, 96, 221)"
1574881191.7983818,None,"(758, 413)",None,"(120, 238, 191)"
1574881194.9794984,None,"(741, 387)","(1052, 99)","(131, 83, 65)"
1574881198.1632197,None,"(740, 417)",None,"(74, 114, 213)"
1574881201.4174674,None,"(760, 426)",None,"(115, 234, 298)"
1574881204.4047513,None,"(764, 428)","(1041, 134)","(269, 110, 394)"
1574881207.5922253,None,"(771, 418)",None,"(388, 51, 392)"
1574881219.0844653,None,"(801, 435)","(1023, 149)","(0, 0, 0)"
1574881222.2753932,None,"(736, 395)",None,"(11, 170, 45)"
1574881225.275081,None,"(768, 391)",None,"(105, 364, 8)"
1574881228.4688892,None,"(763, 407)",None,"(20, 393, 78)"
1574881231.7564828,None,"(782, 386)",None,"(213, 370, 14)"
1574881234.869462,None,"(789, 405)",None,"(175, 450, 102)"
1574881238.0909219,None,"(804, 401)",None,"(365, 375, 156)"
1574881241.244887,None,"(776, 395)",None,"(232, 293, 87)"
1574881244.3018446,None,"(802, 391)",None,"(311, 427, 53)"
1574881257.9013221,None,"(837, 398)",None,"(0, 0, 0)"
1574881261.11098,None,"(727, 395)",None,"(32, 70, 82)"
1574881264.2958786,None,"(734, 425)","(1054, 120)","(42, 88, 277)"
1574881267.4595242,"(1206, 275)","(770, 457)",None,"(126, 287, 471)"
1574881270.6971235,"(1184, 303)","(756, 468)",None,"(182, 101, 651)"
1574881273.8974373,"(1188, 311)","(781, 487)","(1030, 165)","(224, 244, 734)"
1574881277.0909033,"(1181, 288)","(775, 459)",None,"(266, 181, 571)"
1574881280.3065782,"(1189, 299)","(799, 482)",None,"(292, 348, 682)"
1574881283.4960568,"(1185, 280)","(822, 461)",None,"(397, 454, 553)"
1574881286.6842473,"(1181, 276)","(807, 448)",None,"(387, 349, 493)"
1574881289.8954113,"(1193, 268)","(822, 449)",None,"(378, 494, 452)"
1574881293.0880349,None,"(820, 455)",None,"(346, 500, 484)"
1574881296.2942572,None,"(814, 425)","(1006, 122)","(365, 448, 297)"
1574881299.494536,None,"(821, 420)",None,"(283, 598, 216)"
1574881302.6664047,None,"(816, 399)","(1001, 92)","(278, 576, 50)"
1574881305.6858082,None,"(829, 419)",None,"(398, 562, 238)"
1574881308.8939073,"(1208, 257)","(791, 440)","(1019, 127)","(209, 407, 344)"
1574881312.1211917,None,"(781, 398)",None,"(335, 225, 170)"
1574881315.1319604,"(1157, 225)","(786, 381)",None,"(463, 124, 116)"
1574881318.3512602,"(1146, 243)","(828, 405)",None,"(658, 306, 307)"
1574881330.8791554,None,None,None,"(0, 0, 0)"
1574881334.065821,None,"(736, 382)",None,"(109, 68, 13)"
1574881337.2680266,None,None,None,"(170, 99, 169)"
1574881340.4671981,None,None,None,"(229, 207, 151)"
1574881343.6716945,None,"(765, 403)",None,"(158, 258, 110)"
1574881346.6693552,None,"(770, 377)",None,"(286, 195, 1)"
1574881349.8643844,None,None,None,"(164, 23, 55)"
1574881353.0608733,None,None,None,"(172, 47, 6)"
1574881356.259995,None,None,None,"(204, 1, 123)"
1574881359.2606516,None,"(769, 407)",None,"(338, 102, 252)"
1574881362.472204,None,None,None,"(389, 23, 63)"
1574881365.6618323,None,"(797, 405)",None,"(486, 201, 248)"
1574881368.6645865,None,None,None,"(383, 357, 407)"
1574881371.6642187,None,"(829, 446)",None,"(497, 453, 485)"
1574881374.8593397,"(1177, 263)",None,None,"(426, 343, 402)"
1574881378.0604396,"(1196, 283)","(823, 466)","(1003, 147)","(360, 525, 562)"
1574881381.0639226,"(1181, 290)",None,None,"(401, 403, 606)"
1574881384.2648175,None,None,None,"(380, 409, 485)"
1574881387.4624426,None,None,None,"(555, 580, 643)"
1574881390.6628582,None,"(846, 455)",None,"(482, 587, 510)"
1574881393.857718,None,"(823, 429)",None,"(399, 493, 339)"
1574881396.8616986,None,"(827, 401)",None,"(449, 509, 191)"
1574881400.0612407,None,"(837, 435)",None,"(364, 652, 328)"
1574881403.0652697,None,"(829, 432)",None,"(446, 496, 411)"
1574881406.0640957,None,None,None,"(402, 404, 503)"
1574881409.261361,None,"(813, 428)",None,"(554, 257, 467)"
1574881412.4647121,None,None,None,"(481, 154, 469)"
1574881415.6629536,None,"(812, 432)",None,"(508, 286, 463)"
1574881418.863307,None,"(836, 425)","(998, 141)","(645, 379, 431)"
1574881422.0672016,None,None,None,"(764, 187, 389)"
1574881425.2433767,None,None,None,"(765, 356, 558)"
1574881428.2619472,None,None,None,"(717, 494, 729)"
1574881431.461842,None,None,None,"(844, 508, 819)"
1574881434.6757054,None,None,None,"(952, 554, 790)"
1574881437.8624156,None,None,None,"(875, 537, 636)"
1574881441.0647354,None,None,None,"(969, 558, 786)"
1574881444.260848,"(1117, 306)",None,None,"(957, 366, 798)"
1574881447.4567719,None,None,None,"(857, 485, 847)"
1574881450.4648893,"(1151, 331)",None,None,"(723, 541, 1009)"
1574881453.47335,None,None,"(963, 206)","(910, 596, 1048)"
1574881456.651345,None,None,"(977, 218)","(817, 499, 1172)"
1574881459.6601076,None,None,None,"(993, 469, 1250)"
1574881462.665011,"(1105, 344)",None,"(944, 226)","(1193, 637, 1220)"
1574881465.8628745,None,None,"(946, 221)","(1298, 544, 1145)"
1574881468.8593638,None,None,"(948, 244)","(1393, 448, 1335)"
1574881471.8593042,None,None,"(955, 259)","(1331, 408, 1479)"
1574881475.0627897,None,None,None,"(1285, 218, 1414)"
1574881478.260044,None,None,None,"(1272, 413, 1346)"
1574881481.4599519,None,None,None,"(1214, 351, 1146)"
1574881484.663364,None,None,"(981, 243)","(1146, 235, 1336)"
1574881487.8607981,None,None,None,"(1077, 183, 1468)"
1574881490.860744,None,None,"(995, 247)","(1231, 47, 1341)"
1574881494.0659213,None,None,"(989, 258)","(1101, 177, 1488)"
1574881497.2582738,None,None,None,"(996, 118, 1290)"
1574881500.4605327,None,None,"(998, 245)","(870, 215, 1410)"
1574881503.664815,None,None,"(1002, 222)","(756, 241, 1212)"
1574881506.873179,None,None,"(982, 214)","(921, 383, 1115)"
1574881509.9040792,None,None,"(992, 197)","(841, 321, 926)"
1574881522.1751325,None,None,None,"(0, 0, 0)"
1574881525.3439152,None,None,"(1046, 94)","(110, 179, 30)"
1574881528.5381632,None,None,None,"(23, 7, 22)"
1574881531.541069,None,None,"(1054, 110)","(160, 39, 193)"
1574881534.7420251,None,None,None,"(349, 121, 59)"
1574881537.9290192,None,None,"(1044, 112)","(309, 74, 187)"
1574881540.943564,None,"(745, 364)","(1051, 91)","(223, 43, 13)"
1574881544.1385314,None,None,"(1044, 88)","(106, 203, 10)"
1574881547.3286822,None,"(753, 389)","(1043, 105)","(157, 170, 121)"
1574881550.3452966,None,None,"(1039, 120)","(176, 202, 298)"
1574881553.5959928,None,None,"(1042, 108)","(209, 154, 173)"
1574881556.7353284,None,None,"(1043, 97)","(69, 224, 43)"
1574881559.7336273,None,None,"(1036, 103)","(95, 284, 150)"
1574881571.6031606,None,"(771, 406)","(1032, 107)","(0, 0, 0)"
1574881574.7624068,None,"(731, 370)","(1058, 93)","(146, 13, 4)"
1574881577.7575116,None,"(760, 389)","(1046, 115)","(345, 21, 191)"
1574881580.9592311,None,"(751, 420)","(1051, 131)","(190, 72, 345)"
1574881584.148503,"(1213, 280)","(748, 451)","(1046, 138)","(32, 204, 473)"
1574881587.1513917,None,"(755, 426)","(1040, 119)","(61, 263, 282)"
1574881590.3570557,None,"(786, 409)","(1020, 104)","(160, 442, 164)"
1574881593.5544422,"(1221, 231)","(783, 404)","(1021, 100)","(155, 429, 130)"
1574881596.556254,"(1225, 245)","(778, 416)","(1024, 114)","(109, 409, 233)"
1574881599.7664237,"(1211, 265)","(802, 446)","(1012, 130)","(226, 495, 413)"
1574881602.9690049,"(1211, 244)","(800, 418)","(1012, 113)","(237, 474, 247)"
1574881606.134936,None,"(805, 420)","(1006, 109)","(181, 587, 219)"
1574881609.1645038,"(1234, 261)","(784, 445)","(1020, 128)","(68, 499, 360)"
1574881612.157185,None,"(778, 445)","(1025, 130)","(94, 415, 398)"
1574881615.151385,"(1236, 278)","(781, 469)","(1021, 140)","(21, 494, 500)"
1574881618.3486443,"(1210, 282)","(776, 463)","(1030, 141)","(133, 341, 526)"
1574881621.5514195,None,"(773, 415)","(1034, 128)","(302, 174, 336)"
1574881624.5656269,None,"(760, 424)","(1038, 120)","(112, 256, 301)"
1574881638.7607334,None,"(742, 387)",None,"(0, 0, 0)"
1574881641.9311333,None,"(734, 401)",None,"(5, 198, 109)"
1574881644.9199328,None,"(734, 399)","(1058, 105)","(37, 92, 142)"
1574881648.1299355,None,"(746, 400)","(1045, 104)","(132, 165, 148)"
1574881651.3312194,None,"(753, 394)","(1038, 95)","(20, 321, 71)"
1574881654.5188112,None,"(790, 424)",None,"(187, 476, 268)"
1574881657.6179328,"(1221, 279)","(766, 454)",None,"(68, 354, 449)"
1574881660.7388132,"(1195, 279)","(774, 459)","(1030, 148)","(213, 268, 539)"
1574881672.4254663,"(1190, 300)","(763, 462)","(1041, 155)","(0, 0, 0)"
1574881675.5864365,None,"(748, 390)","(1049, 104)","(180, 94, 129)"
1574881678.7827337,None,"(758, 403)","(1044, 121)","(329, 51, 258)"
1574881681.9586844,None,"(764, 390)","(1038, 106)","(189, 223, 116)"
1574881684.9814723,None,"(792, 408)","(1018, 110)","(227, 421, 194)"
1574881687.9819462,None,"(774, 375)","(1033, 91)","(223, 265, 12)"
1574881691.055087,None,"(757, 375)","(1043, 99)","(247, 123, 41)"
1574881694.1827753,None,"(779, 372)","(1031, 98)","(329, 215, 40)"
1574881697.3635635,None,"(807, 370)","(1011, 94)","(469, 346, 31)"
1574881700.3819084,None,"(824, 378)","(1001, 98)","(495, 453, 73)"
1574881703.3823962,None,"(828, 409)","(997, 114)","(420, 539, 229)"
1574881706.5508223,None,None,"(989, 98)","(504, 613, 91)"
1574881709.6386368,None,None,"(992, 105)","(629, 466, 132)"
1574881712.5826595,"(1156, 247)","(836, 405)","(1002, 124)","(640, 350, 309)"
1574881715.747149,"(1134, 232)",None,"(991, 120)","(807, 356, 246)"
1574881718.7767181,None,"(845, 416)","(993, 135)","(702, 403, 404)"
